,10004605,EHS BRANN LTD,540050,Marketing Services,5107765460,"48,000.00",21 Jan  2013
,18000051,VIRIDIAN HOUSING,544076,HSG Grants to Registered Providers,1900016861,"43,823.00",24 Jan  2013
,18000051,VIRIDIAN HOUSING,544076,HSG Grants to Registered Providers,1900016865,"43,823.00",24 Jan  2013
,10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107763091,"43,033.74",21 Jan  2013
,18000029,ESTUARY HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900016845,"42,188.00",21 Jan  2013
,10022708,CHANGE THE CONVERSATION LTD,540700,Public Affairs & Media Relations,5107772414,"42,000.00",16 Jan  2013
,15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,Grants to External Organisations,5107785060,"37,500.00",01 Feb  2013
,10017690,MEDIAEDGE:CIA UK LTD,540600,Marketing & Economic Research,5107757933,"36,336.12",30 Jan  2013
,10000318,UNIVERSITY COLLEGE LONDON,544075,Grants to External Organisations,5107778151,"33,094.00",23 Jan  2013
,14000685,CUK SECURITY SERVICES,510025,Security Services (Guards),5107767912,"32,286.21",11 Jan  2013
,10000101,URS INFRASTRUCTURE & ENVIRON LTD,542000,Management & Support Consultancy,5107692354,"31,635.00",16 Jan  2013
,10020692,THE LONDON DESIGN FESTIVAL LTD,544075,Grants to External Organisations,5107768120,"31,250.00",10 Jan  2013
,10017108,THAMES FESTIVAL,544075,Grants to External Organisations,5107783826,"30,000.00",30 Jan  2013
,13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107747995,"28,882.99",31 Jan  2013
,13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107768704,"28,882.99",22 Jan  2013
,13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107773799,"28,882.99",21 Jan  2013
,10004605,EHS BRANN LTD,540050,Marketing Services,5107768695,"25,000.00",23 Jan  2013
,15500071,LONDON BOROUGH HAMMERSMITH & FULHAM,544075,Grants to External Organisations,5107719861,"24,504.00",25 Jan  2013
,13000063,EDF ENERGY,510100,Electricity,1900016791,"24,486.99",21 Jan  2013
,13002584,WILLMOTT DIXON ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107773657,"24,339.30",18 Jan  2013
,10016694,BOW TIE,540100,Photography & Video,5107763919,"23,629.92",09 Jan  2013
,10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107784943,"21,118.13",01 Feb  2013
,16001034,INST ON MUNICIPAL FIN & GOVERNANCE,542050,Research & Study Fees,5107769207,"20,000.00",18 Jan  2013
,10021219,HOME CONNECTIONS LETTINGS LIMITED,536300,Computer Hardware,5107750267,"19,850.00",08 Jan  2013
,15500144,LONDON BOROUGH OF WALTHAM FOREST,544075,Grants to External Organisations,5107767195,"19,000.00",16 Jan  2013
,10016637,AGRIPA SOLUTIONS LTD,540510,Publications & Publicity Material,5107748060,"18,550.00",10 Jan  2013
,10020466,REACH & TEACH,544075,Grants to External Organisations,5107764705,"18,000.00",07 Jan  2013
,10020818,LIVETOURISM,542355,Other Professional Fees,5107768487,"17,625.00",11 Jan  2013
,10022085,RBWM,544075,Grants to External Organisations,5107763136,"17,420.84",16 Jan  2013
,13002584,WILLMOTT DIXON ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107773656,"16,920.00",18 Jan  2013
,18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900016955,"16,000.00",29 Jan  2013
,10018793,FOOTBALL FOUNDATION,544075,Grants to External Organisations,5107767140,"15,884.00",09 Jan  2013
,10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107764682,"15,210.00",07 Jan  2013
,10021815,ASPIRE,502020,Consultants (Contractors),5107745956,"15,112.50",23 Jan  2013
,10011986,AIR QUALITY CONSULTANTS LTD,542000,Management & Support Consultancy,5107764924,"15,000.00",09 Jan  2013
,10022416,SAVILLS (L&P) LTD,542060,Planning & Development Consultancy,5107772400,"15,000.00",16 Jan  2013
,18000051,VIRIDIAN HOUSING,544076,HSG Grants to Registered Providers,1900016866,"14,608.00",24 Jan  2013
,13002584,WILLMOTT DIXON ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107773694,"14,359.75",18 Jan  2013
,10008226,EDENRED (UK GROUP) LTD,504500,Staff Welfare Benefits,5107779978,"14,045.85",28 Jan  2013
,15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,Grants to External Organisations,5107785060,"14,000.00",01 Feb  2013
,10021384,WESTMINSTER BOATING BASE,544075,Grants to External Organisations,5107757323,"13,200.00",22 Jan  2013
,10007848,SOUTH LONDON AND MAUDSLEY NHS TRUST,504300,Staff Relocation,5107755780,"13,155.00",09 Jan  2013
,10016640,ALL CLEAN GROUP,510700,Office Cleaning,5107764987,"12,861.66",24 Jan  2013
,10020702,ROCKET SCIENCE UK LTD,502020,Consultants (Contractors),5107762739,"12,787.50",30 Jan  2013
,10022713,CENTRE OF APPLIED POSITIVE PSYCHOL,504200,Staff Training,5107780189,"12,766.81",28 Jan  2013
,10019459,SHARED INTELLIGENCE,542050,Research & Study Fees,5107784851,"12,381.25",01 Feb  2013
,10006588,LONDON BOROUGH OF CAMDEN,502010,Seconded Staff - Non Group,5107773833,"12,272.50",29 Jan  2013
,13002088,MITIE TFM LTD (GLA),510000,Building Maintenance & Repairs,5107758246,"12,124.44",11 Jan  2013
,10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107784955,"11,899.94",01 Feb  2013
,15500400,LONDON BOROUGH OF SOUTHWARK,544075,Grants to External Organisations,5107767352,"11,366.88",09 Jan  2013
,10022708,CHANGE THE CONVERSATION LTD,540700,Public Affairs & Media Relations,5107775110,"11,350.00",23 Jan  2013
,12000113,ANALYSYS MASON,542000,Management & Support Consultancy,5107761177,"11,321.00",18 Jan  2013
,10018774,CENTRE FOR ECON & SOCIAL INCLUSION,542050,Research & Study Fees,5107769465,"10,763.33",14 Jan  2013
,10016706,BUILDING RESEARCH EST. LTD (BRE),542000,Management & Support Consultancy,5107769767,"10,675.00",21 Jan  2013
,10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107784960,"10,515.65",01 Feb  2013
,10018466,READING ROOM,540200,Marketing Design & Artwork,5107745695,"10,450.00",08 Jan  2013
,10021148,SKYWAY CHARITY,544075,Grants to External Organisations,5107703308,"10,199.50",14 Jan  2013
,10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107784943,"10,127.75",01 Feb  2013
,10017016,LONDON SUSTAINABILITY EXCHANGE,544075,Grants to External Organisations,5107772263,"10,113.00",22 Jan  2013
,10021291,FIGHT FOR CHANGE,544075,Grants to External Organisations,5107779630,"10,000.00",25 Jan  2013
,10022715,JEWISH LEADERSHIP COUNCIL,544075,Grants to External Organisations,5107769459,"10,000.00",14 Jan  2013
,10022715,JEWISH LEADERSHIP COUNCIL,544075,Grants to External Organisations,5107769462,"10,000.00",14 Jan  2013
,10021743,CORPORATE LAND & BUILDINGS LTD,502020,Consultants (Contractors),5107764170,"9,900.00",15 Jan  2013
,10017016,LONDON SUSTAINABILITY EXCHANGE,544075,Grants to External Organisations,5107772901,"9,875.00",16 Jan  2013
,10013803,BUREAU VERITAS UK LTD,542000,Management & Support Consultancy,5107745885,"9,680.00",11 Jan  2013
,10009443,BT GLOBAL SERVICES,535000,"Telephone Line Rent, Calls & Equipment",1900016822,"9,436.30",23 Jan  2013
,10022325,PETER BEARD_LANDROOM,544075,Grants to External Organisations,5107777758,"8,835.00",30 Jan  2013
,10020818,LIVETOURISM,542355,Other Professional Fees,5107767231,"8,812.50",09 Jan  2013
,13002584,WILLMOTT DIXON ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107773659,"8,789.00",18 Jan  2013
,10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107784957,"8,515.08",01 Feb  2013
,10016797,DBR (LONDON) LIMITED,510000,Building Maintenance & Repairs,5107756306,"8,443.18",08 Jan  2013
,10021585,WOMENS RESOURCE CENTRE,544075,Grants to External Organisations,5107707077,"8,193.75",09 Jan  2013
,15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107769857,"8,184.95",15 Jan  2013
,18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900016956,"8,000.00",29 Jan  2013
,10022226,DEPARTMENT OF HEALTH,504300,Staff Relocation,5107778039,"7,995.75",30 Jan  2013
,13000063,EDF ENERGY,510100,Electricity,1900016792,"7,800.32",21 Jan  2013
,10021883,RICHARD JOHN CLARKE SURVEYORS,502020,Consultants (Contractors),5107778442,"7,700.00",23 Jan  2013
,10013083,ROYAL SOCIETY OF ARTS,531010,Caterers Service Charges,5107769834,"7,590.00",18 Jan  2013
,10004605,EHS BRANN LTD,540050,Marketing Services,5107768694,"7,250.00",22 Jan  2013
,10021743,CORPORATE LAND & BUILDINGS LTD,502020,Consultants (Contractors),5107778935,"7,150.00",29 Jan  2013
,15500144,LONDON BOROUGH OF WALTHAM FOREST,544075,Grants to External Organisations,5107767195,"7,125.00",16 Jan  2013
,10022543,COMBINED HEAT & POWER ASSOCIATION,542355,Other Professional Fees,5107775328,"7,100.00",22 Jan  2013
,10022683,RSPH,544075,Grants to External Organisations,5107761976,"7,080.00",14 Jan  2013
,10000007,THOMSON REUTERS LIMITED,542000,Management & Support Consultancy,5107773614,"7,037.64",23 Jan  2013
,10016872,G4S ASSESSMENT SERVICES (UK) LTD,504200,Staff Training,5107631539,"6,777.00",23 Jan  2013
,10004788,TRADE WINDS,533000,Printing,5107764802,"6,702.00",07 Jan  2013
,10016713,CAG CONSULTANTS,542001,Consultancy  Evaluation Assessment,5107773370,"6,672.50",30 Jan  2013
,10021883,RICHARD JOHN CLARKE SURVEYORS,502020,Consultants (Contractors),5107780000,"6,600.00",29 Jan  2013
,10000758,HYDER CONSULTING (UK) LTD,542000,Management & Support Consultancy,5107772475,"6,599.00",17 Jan  2013
,10002085,DRIVERS JONAS DELOITTE,542300,Legal Fees,5107764983,"6,546.25",07 Jan  2013
,10021204,MODERN MINDSET LTD,536300,Computer Hardware,5107782851,"6,540.00",01 Feb  2013
,10022119,GET SCHEDULED LTD,542355,Other Professional Fees,5107769390,"6,400.00",14 Jan  2013
,11000180,CORONA ENERGY RETAIL 4 LTD,510200,Gas,1900016825,"6,295.43",28 Jan  2013
,12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107772422,"6,197.50",16 Jan  2013
,10017470,COMPUTACENTER,536300,Computer Hardware,5107762909,"6,000.00",16 Jan  2013
,10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107784960,"5,899.59",01 Feb  2013
,10016797,DBR (LONDON) LIMITED,510000,Building Maintenance & Repairs,5107760887,"5,839.20",08 Jan  2013
,10007869,SWEETT (UK) LIMITED,542000,Management & Support Consultancy,5107767644,"5,745.00",23 Jan  2013
,10016713,CAG CONSULTANTS,542000,Management & Support Consultancy,5107774207,"5,720.83",23 Jan  2013
,10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107784957,"5,600.42",01 Feb  2013
,13001716,GABEM MANGAGEMENT LIMITED,502020,Consultants (Contractors),5107778417,"5,225.00",23 Jan  2013
,10010003,ICON DISPLAY LIMITED,540050,Marketing Services,5107767108,"5,222.22",15 Jan  2013
,10018485,CEBR LTD,533100,Publications & Periodicals,5107762844,"5,200.00",07 Jan  2013
,10022708,CHANGE THE CONVERSATION LTD,540700,Public Affairs & Media Relations,5107775087,"5,162.59",23 Jan  2013
,10013687,LANDOLT AND BROWN LIMITED,542002,Consultancy-Project Management,5107760877,"5,000.00",15 Jan  2013
,10021192,THE IRIS PROJECT,544075,Grants to External Organisations,5107768247,"5,000.00",16 Jan  2013
,10022596,WILBURY STRATTON CONSULTANTS LTD,504200,Staff Training,5107746389,"5,000.00",08 Jan  2013
,10022596,WILBURY STRATTON CONSULTANTS LTD,504200,Staff Training,5107752467,"5,000.00",08 Jan  2013
,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107761988,"5,000.00",17 Jan  2013
,13001716,GABEM MANGAGEMENT LIMITED,502020,Consultants (Contractors),5107780636,"4,950.00",29 Jan  2013
,10016709,BYWATERS (LEYTON) LIMITED,510710,Non Recyclable Waste Disposal/Refuse Collection,5107768043,"4,863.13",10 Jan  2013
,12002582,EC HARRIS LLP,510000,Building Maintenance & Repairs,5107756862,"4,801.00",16 Jan  2013
,18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900016959,"4,800.00",29 Jan  2013
,10022242,ATTITUDE IS EVERYTHING LTD,540600,Marketing & Economic Research,5107745014,"4,500.00",15 Jan  2013
,13002176,GBM SERVICES LTD,510010,Property Management Fees,5107773072,"4,495.65",24 Jan  2013
,16000696,BLOOMBERG LP,543000,Corporate Subscriptions,5107769017,"4,432.16",25 Jan  2013
,10021909,STAFFVETTING.COM LIMITED,536300,Computer Hardware,5107784090,"4,350.00",01 Feb  2013
,10000122,RICOH UK LTD,536000,Manage IT Services,5107779959,"4,161.30",28 Jan  2013
,10000122,RICOH UK LTD,536000,Manage IT Services,5107779962,"4,161.30",31 Jan  2013
,10000122,RICOH UK LTD,536000,Manage IT Services,5107779982,"4,161.30",31 Jan  2013
,10004788,TRADE WINDS,540510,Publications & Publicity Material,5107772080,"4,081.00",15 Jan  2013
,15050001,COLMAC CONSULTING AND MANAGEMENT,537000,Hotel Accommodation,1900016940,"4,063.40",31 Jan  2013
,10021969,URBAN DESIGN LONDON,533100,Publications & Periodicals,5107761971,"4,000.00",08 Jan  2013
,10022715,JEWISH LEADERSHIP COUNCIL,544075,Grants to External Organisations,5107769818,"4,000.00",15 Jan  2013
,10020470,RUSHMANS LTD,542355,Other Professional Fees,5107774359,"3,728.00",21 Jan  2013
,10022429,QUOD (2010) LIMITED,542000,Management & Support Consultancy,5107775282,"3,640.00",22 Jan  2013
,10017158,VAN VYNCK ENVIRONMENTAL SERVICES,510630,Health & Safety Pest Control,5107764219,"3,480.00",10 Jan  2013
,13000121,THAMES WATER UTILITIES LIMITED,510300,Water,1900016676,"3,316.74",08 Jan  2013
,15050001,ROAR MUSIC LTD,540700,Public Affairs & Media Relations,1900016674,"3,270.00",09 Jan  2013
,10002085,DRIVERS JONAS DELOITTE,542300,Legal Fees,5107764988,"3,239.25",07 Jan  2013
,10017653,SOUTHWARK CATH,540110,Marketing Exhibitions & Events,5107762125,"3,229.00",15 Jan  2013
,10021256,HALSA CONSULTING LIMITED,542000,Management & Support Consultancy,5107769401,"3,138.30",14 Jan  2013
,10017245,OCS CATERING,540110,Marketing Exhibitions & Events,5107760587,"3,116.45",10 Jan  2013
,10002565,THOMAS TELFORD LTD,504200,Staff Training,5107736988,"3,085.92",11 Jan  2013
,10017730,EVE TRAKWAY,510025,Security Services (Guards),5107764256,"3,010.25",31 Jan  2013
,10016768,CMP COMMUNICATIONS LTD,540700,Public Affairs & Media Relations,5107779992,"3,000.00",28 Jan  2013
,10016768,CMP COMMUNICATIONS LTD,540700,Public Affairs & Media Relations,5107779995,"3,000.00",28 Jan  2013
,10017123,THE PEACE ALLIANCE,544075,Grants to External Organisations,5107761080,"3,000.00",16 Jan  2013
,10018489,COVENT GARDEN MARKET AUTHORITY,544075,Grants to External Organisations,5107769471,"3,000.00",28 Jan  2013
,12000241,DST OUTPUT (LONDON) LTD,540510,Publications & Publicity Material,5107762737,"2,993.00",30 Jan  2013
,10021639,LIME CREATIVE LIMITED,540050,Marketing Services,5107770150,"2,952.50",16 Jan  2013
,10021909,STAFFVETTING.COM LIMITED,536300,Computer Hardware,5107784092,"2,850.00",01 Feb  2013
,10021909,STAFFVETTING.COM LIMITED,536300,Computer Hardware,5107784093,"2,850.00",01 Feb  2013
,10017736,WYG MANAGEMENT SERVICES,510630,Health & Safety Pest Control,5107761208,"2,837.50",29 Jan  2013
,10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107784955,"2,802.19",01 Feb  2013
,10017322,SERVOCA SECURE SOLUTIONS,510025,Security Services (Guards),5107750719,"2,778.04",08 Jan  2013
,12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107772312,"2,680.00",16 Jan  2013
,10021176,CAMERON AND WILDING LTD,536300,Computer Hardware,5107744855,"2,600.00",07 Jan  2013
,10019713,BLOSSOMS HEALTHCARE LLP,504400,Staff Medical Insurance & Treatment,5107769940,"2,560.00",15 Jan  2013
,10003002,OPP LIMITED,504200,Staff Training,5107767485,"2,531.99",10 Jan  2013
,12000241,DST OUTPUT (LONDON) LTD,540510,Publications & Publicity Material,5107762668,"2,520.00",16 Jan  2013
,10017470,COMPUTACENTER,536200,Computer Software,5107756534,"2,483.87",10 Jan  2013
,10022157,EMBANKMENT CONSULTING,542002,Consultancy-Project Management,5107771261,"2,453.30",16 Jan  2013
,10015669,JW CREATIVE DESIGN LIMITED,540200,Marketing Design & Artwork,5107755234,"2,406.60",11 Jan  2013
,10021767,KATE F JONES LTD,542000,Management & Support Consultancy,5107772961,"2,400.00",23 Jan  2013
,10008050,PANLOGIC LTD,542000,Management & Support Consultancy,5107763353,"2,365.20",16 Jan  2013
,10017663,TNT POST,540200,Marketing Design & Artwork,5107632343,"2,365.14",10 Jan  2013
,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762068,"2,343.60",09 Jan  2013
,10004788,TRADE WINDS,540700,Public Affairs & Media Relations,5107772052,"2,291.00",21 Jan  2013
,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107753432,"2,287.82",08 Jan  2013
,10016497,LEE HECHT HARRISON LTD,504200,Staff Training,5107739572,"2,250.00",23 Jan  2013
,10022390,THE AWARD SCHEME LTD,542355,Other Professional Fees,5107768078,"2,200.00",10 Jan  2013
,10022474,NATEISHA DECRUZ-YOUNG,542002,Consultancy-Project Management,5107769999,"2,102.00",16 Jan  2013
,10014124,CB RICHARD ELLIS LTD,542000,Management & Support Consultancy,5107784960,"2,094.13",01 Feb  2013
,10017322,SERVOCA SECURE SOLUTIONS,510025,Security Services (Guards),5107764703,"2,087.02",23 Jan  2013
,10017470,COMPUTACENTER,536300,Computer Hardware,5107755832,"2,042.10",08 Jan  2013
,10021299,CREATIVE GIANT,533000,Printing,5107761107,"2,000.88",09 Jan  2013
,10015669,JW CREATIVE DESIGN LIMITED,542355,Other Professional Fees,5107768118,"2,000.00",16 Jan  2013
,10021106,SUSTAINABLE HOMES LTD,504200,Staff Training,5107770087,"2,000.00",22 Jan  2013
,10021969,URBAN DESIGN LONDON,533100,Publications & Periodicals,5107761967,"2,000.00",08 Jan  2013
,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107763991,"1,962.10",14 Jan  2013
,10022429,QUOD (2010) LIMITED,542000,Management & Support Consultancy,5107784299,"1,905.00",31 Jan  2013
,10021668,MHFA ENGLAND CIC,504200,Staff Training,5107775449,"1,900.00",23 Jan  2013
,10017020,GBC,504200,Staff Training,5107756616,"1,875.00",11 Jan  2013
,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107757241,"1,845.45",09 Jan  2013
,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762760,"1,845.45",21 Jan  2013
,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762764,"1,845.45",21 Jan  2013
,10002915,NEOPOST LTD,535300,Postage,5107764756,"1,829.00",23 Jan  2013
,10007464,CROWN WORLDWIDE LTD,533040,Document Archive & Storage,5107767322,"1,816.52",10 Jan  2013
,10018146,EC HARRIS LLP,510000,Building Maintenance & Repairs,5107760461,"1,808.37",16 Jan  2013
,10008788,PARK COMMUNICATIONS LTD,540510,Publications & Publicity Material,5107698816,"1,800.00",23 Jan  2013
,10017487,COLT,535250,Maintenance of Telecommunications Equipment,1900016731,"1,770.83",18 Jan  2013
,10022518,JCT BUSINESS SOLUTIONS,540510,Publications & Publicity Material,5107746410,"1,750.00",17 Jan  2013
,10007586,LEVEL 3 COMMUNICATIONS UK LTD,535000,"Telephone Line Rent, Calls & Equipment",1900016832,"1,735.93",29 Jan  2013
,10002565,THOMAS TELFORD LTD,504200,Staff Training,5107736991,"1,728.00",11 Jan  2013
,10004788,TRADE WINDS,533000,Printing,5107752000,"1,707.00",11 Jan  2013
,10010879,LONDON LETTERBOX MARKETING,540700,Public Affairs & Media Relations,5107778738,"1,700.00",29 Jan  2013
,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107759944,"1,699.50",09 Jan  2013
